'Square' 500 500
'Square' 500 450
'Square' 500 400
'Square' 500 350
'Square' 500 300
'Square' 500 250
'Square' 500 200
'Square' 500 150
'Square' 500 100
'Square' 500 050
'Square' 500 005
'Square' 450 500
'Square' 450 450
'Square' 450 400
'Square' 450 350
'Square' 450 300
'Square' 450 250
'Square' 450 200
'Square' 450 150
'Square' 450 100
'Square' 450 050
'Square' 450 005
'Square' 400 500
'Square' 400 450
'Square' 400 400
'Square' 400 350
'Square' 400 300
'Square' 400 250
'Square' 400 200
'Square' 400 150
'Square' 400 100
'Square' 400 050
'Square' 400 005
'Square' 350 500
'Square' 350 450
'Square' 350 400
'Square' 350 350
'Square' 350 300
'Square' 350 250
'Square' 350 200
'Square' 350 150
'Square' 350 100
'Square' 350 050
'Square' 350 005
'Square' 300 500
'Square' 300 450
'Square' 300 400
'Square' 300 350
'Square' 300 300
'Square' 300 250
'Square' 300 200
'Square' 300 150
'Square' 300 100
'Square' 300 050
'Square' 300 005
'Square' 250 500
'Square' 250 450
'Square' 250 400
'Square' 250 350
'Square' 250 300
'Square' 250 250
'Square' 250 200
'Square' 250 150
'Square' 250 100
'Square' 250 050
'Square' 250 005
'Square' 200 500
'Square' 200 450
'Square' 200 400
'Square' 200 350
'Square' 200 300
'Square' 200 250
'Square' 200 200
'Square' 200 150
'Square' 200 100
'Square' 200 050
'Square' 200 005
'Square' 150 500
'Square' 150 450
'Square' 150 400
'Square' 150 350
'Square' 150 300
'Square' 150 250
'Square' 150 200
'Square' 150 150
'Square' 150 100
'Square' 150 050
'Square' 150 005
'Square' 100 500
'Square' 100 450
'Square' 100 400
'Square' 100 350
'Square' 100 300
'Square' 100 250
'Square' 100 200
'Square' 100 150
'Square' 100 100
'Square' 100 050
'Square' 100 005
'Square' 050 500
'Square' 050 450
'Square' 050 400
'Square' 050 350
'Square' 050 300
'Square' 050 250
'Square' 050 200
'Square' 050 150
'Square' 050 100
'Square' 050 050
'Square' 050 005
'Square' 005 500
'Square' 005 450
'Square' 005 400
'Square' 005 350
'Square' 005 300
'Square' 005 250
'Square' 005 200
'Square' 005 150
'Square' 005 100
'Square' 005 050
'Square' 005 005
'Square' 001 500
'Square' 001 450
'Square' 001 400
'Square' 001 350
'Square' 001 300
'Square' 001 250
'Square' 001 200
'Square' 001 150
'Square' 001 100
'Square' 001 050
'Square' 001 005
'Circular' 500 500
'Circular' 500 450
'Circular' 500 400
'Circular' 500 350
'Circular' 500 300
'Circular' 500 250
'Circular' 500 200
'Circular' 500 150
'Circular' 500 100
'Circular' 500 050
'Circular' 500 005
'Circular' 450 500
'Circular' 450 450
'Circular' 450 400
'Circular' 450 350
'Circular' 450 300
'Circular' 450 250
'Circular' 450 200
'Circular' 450 150
'Circular' 450 100
'Circular' 450 050
'Circular' 450 005
'Circular' 400 500
'Circular' 400 450
'Circular' 400 400
'Circular' 400 350
'Circular' 400 300
'Circular' 400 250
'Circular' 400 200
'Circular' 400 150
'Circular' 400 100
'Circular' 400 050
'Circular' 400 005
'Circular' 350 500
'Circular' 350 450
'Circular' 350 400
'Circular' 350 350
'Circular' 350 300
'Circular' 350 250
'Circular' 350 200
'Circular' 350 150
'Circular' 350 100
'Circular' 350 050
'Circular' 350 005
'Circular' 300 500
'Circular' 300 450
'Circular' 300 400
'Circular' 300 350
'Circular' 300 300
'Circular' 300 250
'Circular' 300 200
'Circular' 300 150
'Circular' 300 100
'Circular' 300 050
'Circular' 300 005
'Circular' 250 500
'Circular' 250 450
'Circular' 250 400
'Circular' 250 350
'Circular' 250 300
'Circular' 250 250
'Circular' 250 200
'Circular' 250 150
'Circular' 250 100
'Circular' 250 050
'Circular' 250 005
'Circular' 200 500
'Circular' 200 450
'Circular' 200 400
'Circular' 200 350
'Circular' 200 300
'Circular' 200 250
'Circular' 200 200
'Circular' 200 150
'Circular' 200 100
'Circular' 200 050
'Circular' 200 005
'Circular' 150 500
'Circular' 150 450
'Circular' 150 400
'Circular' 150 350
'Circular' 150 300
'Circular' 150 250
'Circular' 150 200
'Circular' 150 150
'Circular' 150 100
'Circular' 150 050
'Circular' 150 005
'Circular' 100 500
'Circular' 100 450
'Circular' 100 400
'Circular' 100 350
'Circular' 100 300
'Circular' 100 250
'Circular' 100 200
'Circular' 100 150
'Circular' 100 100
'Circular' 100 050
'Circular' 100 005
'Circular' 050 500
'Circular' 050 450
'Circular' 050 400
'Circular' 050 350
'Circular' 050 300
'Circular' 050 250
'Circular' 050 200
'Circular' 050 150
'Circular' 050 100
'Circular' 050 050
'Circular' 050 005
'Circular' 005 500
'Circular' 005 450
'Circular' 005 400
'Circular' 005 350
'Circular' 005 300
'Circular' 005 250
'Circular' 005 200
'Circular' 005 150
'Circular' 005 100
'Circular' 005 050
'Circular' 005 005
'Circular' 001 500
'Circular' 001 450
'Circular' 001 400
'Circular' 001 350
'Circular' 001 300
'Circular' 001 250
'Circular' 001 200
'Circular' 001 150
'Circular' 001 100
'Circular' 001 050
'Circular' 001 005
